,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,mileage_unit,max_power_unit
6062,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
6063,Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
6064,Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
6065,Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,209Nm@ 2000rpm,5.0,CC,kmpl,bhp
6066,Maruti Swift VDI BSIV,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6067,Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6068,Maruti Swift ZXI Plus,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6069,Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6070,Honda City Corporate Edition,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,146Nm@ 4800rpm,5.0,CC,kmpl,bhp
6071,Mahindra Bolero Power Plus ZLX,2018,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
6072,Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,160Nm@ 2000rpm,5.0,CC,kmpl,bhp
6094,Maruti Swift Dzire VDI,2015,615000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6095,Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6096,Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6097,Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5.0,CC,kmpl,bhp
6098,Renault Duster 85PS Diesel RxE,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5.0,CC,kmpl,bhp
6102,Ford Freestyle Trend Diesel BSIV,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,215Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
6103,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,400Nm@ 1400-2800rpm,5.0,CC,kmpl,bhp
6104,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170.0,"42@ 2,000(kgm@ rpm)",5.0,CC,kmpl,bhp
6107,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300Nm@ 1500-2500rpm,5.0,CC,kmpl,bhp
6125,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6126,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,110Nm@ 3000-4300rpm,5.0,CC,kmpl,bhp
6127,Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,110Nm@ 3000-4300rpm,5.0,CC,kmpl,bhp
6128,Maruti Wagon R LXI Minor,2009,142000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5.0,CC,kmpl,bhp
6129,Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5.0,CC,kmpl,bhp
6130,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135Nm@ 2500rpm,5.0,CC,kmpl,bhp
6136,Ford Figo Titanium Blu,2019,700000,3177,Petrol,Dealer,Manual,First Owner,18.5,1194,94.93,119Nm@ 4250rpm,5.0,CC,kmpl,bhp
6137,Hyundai Grand i10 Magna,2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,CC,kmpl,bhp
6138,Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70.0,"12.4@ 2,600(kgm@ rpm)",5.0,CC,kmpl,bhp
6139,Hyundai EON Magna Plus Option,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
6140,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6141,Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6143,Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0,CC,kmpl,bhp
6144,Honda Brio S MT,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
6145,Hyundai i20 1.2 Asta,2017,620000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
6146,Honda City i-VTEC V,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5.0,CC,kmpl,bhp
6147,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
6148,Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6149,Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
6150,Renault KWID 1.0,2016,270000,30000,Petrol,Individual,Manual,Third Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0,CC,kmpl,bhp
6151,Hyundai EON Magna Plus,2013,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
6152,Maruti Swift VXI Optional,2016,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6153,Maruti Alto LXi,2012,220000,111000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6154,Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6155,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6157,Hyundai EON 1.0 Era Plus,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0,CC,kmpl,bhp
6158,Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,146Nm@ 3400rpm,5.0,CC,kmpl,bhp
6159,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6.0,CC,kmpl,bhp
6160,Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.24nm@ 1750-2250rpm,5.0,CC,kmpl,bhp
6161,Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
6162,Ford Aspire Titanium BSIV,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,120Nm@ 4250rpm,5.0,CC,kmpl,bhp
6163,Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0,CC,kmpl,bhp
6164,Maruti 800 AC,1997,50000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
6165,Maruti Wagon R VXI BS IV,2014,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6185,Renault KWID RXT Optional,2016,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
6186,Nissan Terrano XL 110 PS,2014,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,248Nm@ 2250rpm,5.0,CC,kmpl,bhp
6187,Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6188,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
6189,Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
6190,Maruti Swift VDI BSIV,2015,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6191,Hyundai Verna 1.6 SX,2014,650000,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
6192,Maruti Swift Dzire VDI,2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6193,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,96Nm@ 2500rpm,5.0,CC,kmpl,bhp
6194,Maruti Swift Dzire ZDi,2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6195,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,kmpl,bhp
6196,Volkswagen Vento Petrol Trendline,2011,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,153Nm@ 3800rpm,5.0,CC,kmpl,bhp
6197,Mahindra Bolero DI DX 8 Seater,2011,325000,162000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,8.0,CC,kmpl,bhp
6198,Datsun RediGO AMT 1.0 S,2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999,67.0,91Nm@ 4250rpm,5.0,CC,kmpl,bhp
6199,Hyundai Grand i10 Magna,2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
6200,Mahindra Scorpio SLE BSIII,2011,400000,320000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8.0,CC,kmpl,bhp
6201,Volkswagen Vento 1.5 TDI Highline,2015,550000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498,103.2,250Nm@ 1500-2500rpm,5.0,CC,kmpl,bhp
6203,Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,40000,Diesel,Individual,Automatic,First Owner,21.66,1498,108.6,250Nm@ 1500-2500rpm,5.0,CC,kmpl,bhp
6204,Maruti Alto LXi BSIII,2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6205,Hyundai EON Magna Plus,2014,210000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
6206,Renault Duster 110PS Diesel RxL Explore,2016,650000,30000,Diesel,Individual,Manual,First Owner,19.64,1461,108.45,245Nm@ 1750rpm,5.0,CC,kmpl,bhp
6207,Mahindra XUV500 W8 2WD,2014,680000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
6208,Renault KWID 1.0 RXT BSIV,2019,390000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0,CC,kmpl,bhp
6209,Renault KWID RXL,2016,260000,80000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
6210,Maruti Swift Dzire VXI,2013,450000,67000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
6211,Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5.0,CC,kmpl,bhp
6212,Maruti Vitara Brezza ZDi,2019,890000,9000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6217,Toyota Land Cruiser Prado VX L,2014,3500000,60000,Diesel,Individual,Automatic,First Owner,11.0,2982,170.3,410Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
6218,Honda City i DTEC VX,2014,750000,80000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6219,Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011,350000,120000,Diesel,Individual,Manual,Second Owner,12.2,2499,80.0,"19@ 1,800(kgm@ rpm)",10.0,CC,kmpl,bhp
6220,Honda Civic ZX,2019,2000000,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799,139.46,174Nm@ 4300rpm,5.0,CC,kmpl,bhp
6221,Hyundai EON 1.0 Era Plus,2017,270000,26442,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0,CC,kmpl,bhp
6222,Maruti Ertiga BSIV VXI,2017,700000,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130Nm@ 4000rpm,7.0,CC,kmpl,bhp
6223,Maruti Alto LXi,2010,130000,28000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6224,Maruti Ertiga ZDI,2015,650000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6225,Maruti Alto LX,2005,55000,39000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6226,Maruti Wagon R AMT VXI Plus,2017,475000,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6227,Nissan Sunny Diesel XL,2013,325000,50000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200Nm@ 2000rpm,5.0,CC,kmpl,bhp
6228,Honda Jazz 1.2 V AT i VTEC Privilege,2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110Nm@ 4800rpm,5.0,CC,kmpl,bhp
6229,Hyundai Grand i10 Sportz,2015,390000,15000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
6230,Maruti Swift AMT ZXI Plus BSIV,2019,650000,15000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6231,Maruti Swift VXI Optional,2015,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6232,Honda City i DTEC V,2014,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6233,Chevrolet Spark 1.0 LT,2012,170000,80000,Petrol,Individual,Manual,First Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5.0,CC,kmpl,bhp
6234,Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9.0,CC,kmpl,bhp
6238,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7.0,CC,kmpl,bhp
6239,Hyundai Verna 1.6 CRDi S,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
6240,Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6241,Honda Brio 1.2 E MT,2017,400000,50000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
6242,Maruti Swift Dzire VDI,2017,700000,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6243,Maruti Baleno Alpha 1.3,2017,800000,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6244,Honda Jazz 1.5 V i DTEC,2015,600000,90000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6245,Maruti Swift VDI BSIV,2016,580000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6246,Renault KWID RXT,2016,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
6247,Ford Figo Diesel ZXI,2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5.0,CC,kmpl,bhp
6248,Mahindra XUV500 W10 2WD,2017,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
6249,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5.0,CC,kmpl,bhp
6250,Toyota Innova 2.5 V Diesel 7-seater,2011,700000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,kmpl,bhp
6251,Ford Figo 1.5D Titanium Opt MT,2016,459999,69000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
6252,Maruti Ciaz ZDi Plus SHVS,2017,860000,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6253,Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086,68.1,99.1Nm@ 4500rpm,5.0,CC,km/kg,bhp
6254,Renault KWID RXT Optional,2016,390000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
6256,Maruti Alto LX BSIII,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6258,BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0,CC,kmpl,bhp
6260,Hyundai Xcent 1.1 CRDi SX Option,2018,665000,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5.0,CC,kmpl,bhp
6261,Hyundai i20 1.2 Asta,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
6262,Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,62000,Diesel,Dealer,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,5.0,CC,kmpl,bhp
6264,Mahindra Thar CRDe,2019,975000,12584,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0,CC,kmpl,bhp
6267,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0,CC,kmpl,bhp
6268,Maruti Swift VXI,2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
6269,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0,CC,kmpl,bhp
6270,Maruti Ertiga ZDI Plus,2018,950000,48500,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6272,Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
6273,Hyundai i20 Asta 1.2,2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
6274,Maruti Vitara Brezza ZDi,2018,910000,36500,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
6275,Maruti Swift Dzire VDI Optional,2018,751000,44885,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6277,Tata Indica Vista Terra 1.4 TDI,2009,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135Nm@ 2500rpm,5.0,CC,kmpl,bhp
6283,Hyundai Creta 1.6 SX Diesel,2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,259.87NM@ 1500-3000rpm,5.0,CC,kmpl,bhp
6284,Maruti Ertiga SHVS VDI,2019,925000,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6285,Maruti Ertiga ZDI,2016,725000,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6286,Maruti Ertiga VDI,2013,550000,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6287,Hyundai i20 Diesel Asta Option,2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
6288,Toyota Innova 2.5 V Diesel 7-seater,2013,750000,95000,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,kmpl,bhp
6289,Honda City 1.5 V MT,2013,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497,118.0,146Nm at 4800 rpm,5.0,CC,kmpl,bhp
6290,Datsun GO Plus T,2017,325000,65000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,7.0,CC,kmpl,bhp
6291,Maruti Ertiga VDI,2017,725000,76000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
6292,Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,130Nm@ 4000rpm,7.0,CC,kmpl,bhp
6293,Maruti Swift Dzire VDI,2017,625000,70000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6295,Maruti Swift ZDi,2014,470000,89000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6296,Toyota Innova Crysta 2.4 VX MT,2017,1750000,98000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343Nm@ 1400-2800rpm,7.0,CC,kmpl,bhp
6297,Toyota Innova Crysta 2.4 VX MT,2016,1650000,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343Nm@ 1400-2800rpm,7.0,CC,kmpl,bhp
6299,Maruti Swift VDI,2013,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6300,Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
6301,Hyundai EON Era Plus,2016,275000,49200,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
6302,Honda Civic 1.8 V MT,2009,220000,125000,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,172Nm@ 4300rpm,5.0,CC,kmpl,bhp
6303,Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5.0,CC,kmpl,bhp
6304,Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0,CC,kmpl,bhp
6305,Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
6306,Maruti Wagon R LXI Minor,2007,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5.0,CC,kmpl,bhp
6307,Maruti Wagon R LXI,2006,90000,168000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
6308,Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
6309,Hyundai Grand i10 CRDi Sportz,2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
